Price,Close,High,Low,Open,Volume
Ticker,JKS,JKS,JKS,JKS,JKS
Date,,,,,
2023-09-14,27.054393768310547,27.364244825405418,26.443546422996214,26.85963106686209,627200
2023-09-15,26.58519172668457,27.31112741114225,26.45239721341107,27.12521610569078,830500
2023-09-18,25.96548843383789,27.1252148596729,25.894665484669773,26.523218947467765,768900
2023-09-19,25.584815979003906,26.204518087701686,25.283818004899544,26.115988973808804,632300
2023-09-20,24.850027084350586,25.956636781292115,24.690675017822624,25.708757289850745,871300
2023-09-21,23.849653244018555,24.469353676316075,23.761124128389643,24.34541392756706,803100
2023-09-22,24.03556251525879,24.823469775413383,23.893916607747215,24.788057454259285,859500
2023-09-25,23.49553871154785,23.752271292102776,22.902395825855844,23.601772300552494,1048500
2023-09-26,24.7083797454834,25.912371566277745,23.283065998134347,23.504387924689055,2324400
2023-09-27,24.876585006713867,26.098281304435005,24.49591102097,25.5316977099617,1259300
2023-09-28,25.93893051147461,26.248781563021723,24.345413230021432,24.734940314496445,1306200
2023-09-29,26.88619041442871,27.44392096856882,26.470104080360727,26.558633195389177,1304200
2023-10-02,25.35464096069336,27.328833953046857,24.94740940072107,26.85963083135703,1244700
2023-10-03,26.080577850341797,26.160253887648544,24.557883437967575,24.83232218393943,1040000
2023-10-04,24.938554763793945,26.213369534160567,24.805761945507324,25.806136311055656,784400
2023-10-05,24.12409210205078,25.15987887635983,23.61947833558912,25.07134976029319,532000
2023-10-06,25.212995529174805,25.3634945190783,23.964739896437983,24.07097517283263,512100
2023-10-09,25.274965286254883,25.274965286254883,24.283443924415977,24.71723473128955,534500
2023-10-10,27.51474380493164,28.04591680427289,25.40775965675933,25.40775965675933,1222400
2023-10-11,27.895416259765625,28.58594128924296,27.576712140229574,27.75377035965012,918800
2023-10-12,27.240304946899414,28.284944780250875,26.83307169676384,28.072474230626504,676500
2023-10-13,26.957014083862305,27.514744652798004,26.753396607329538,27.27571654244593,510400
2023-10-16,27.089805603027344,27.266862140649618,26.07172502390402,26.824218263765356,547500
2023-10-17,27.96624183654785,28.09018158865186,26.63831013182498,26.63831013182498,692900
2023-10-18,27.992799758911133,28.329208365285847,27.24915790423819,27.514743557241783,900300
2023-10-19,26.443546295166016,28.701027732937458,26.231075745546267,27.70950638128987,1251300
2023-10-20,24.33656120300293,25.664492891196595,24.327708122455345,25.540553140635307,1540200
2023-10-23,24.46935272216797,25.071348658707663,23.716859490045717,24.203767074189805,734600
2023-10-24,24.159503936767578,25.584816091347193,24.115238535350564,24.973967060211695,746800
2023-10-25,23.28306770324707,24.150651002177884,23.01748204735243,24.000152013556946,1032800
2023-10-26,23.30077362060547,23.77882982248668,22.875835900190438,23.610624674948582,656300
2023-10-27,22.92009925842285,23.6283304700482,22.264986527442257,23.522095197311067,1483800
2023-10-30,26.15140151977539,28.1964157943881,24.230326992547564,24.566735601971864,3664800
2023-10-31,28.85152816772461,29.170232300934973,26.461250545751668,26.461250545751668,1830400
2023-11-01,27.14292335510254,28.886941372360184,26.91274832835855,28.771853014711965,1592900
2023-11-02,28.293794631958008,28.56823504005496,27.18718498542863,27.443919233928558,1229300
2023-11-03,30.453899383544922,30.489308326285705,28.745293787704544,29.17023149453621,1565900
2023-11-06,30.241430282592773,31.15327561088313,29.975844625305808,30.719486491972223,1118800
2023-11-07,30.1263427734375,30.896545591467216,29.42696797757039,29.905020823289753,723200
2023-11-08,30.00240135192871,31.153274753224935,29.665991060837435,30.11748970518976,748300
2023-11-09,31.17983627319336,31.843802099269165,30.312254665706888,30.60439787308573,1187500
2023-11-10,31.976593017578125,32.34841563370945,30.45390036338237,31.79068339806486,1251700
2023-11-13,32.2244758605957,32.9149992337026,31.976592991012485,32.31300328587948,804200
2023-11-14,33.37534713745117,33.37534713745117,31.640184047012525,32.75564506883606,1715800
2023-11-15,33.2425537109375,34.216372243857954,32.552030359617405,33.81799208844071,1202100
2023-11-16,31.197542190551758,32.04741763079691,30.586691473977908,31.88806556361284,1508000
2023-11-17,30.427339553833008,32.313003439887,29.57746410948086,32.24217879763857,1430400
2023-11-20,30.940807342529297,31.418863535015507,30.135195630200936,30.48930870170185,852900
2023-11-21,30.737192153930664,31.20639358676019,30.507015444807077,30.63980995984798,714900
2023-11-22,32.39340591430664,32.80052326280968,31.116547492891016,31.440387629570466,916100
2023-11-24,31.5606746673584,32.439673919084456,31.403378355351865,32.41191367014625,439900
2023-11-27,29.83968734741211,31.366370437488992,29.793424972171927,31.366370437488992,1061800
2023-11-28,28.988447189331055,29.580614075804295,28.45179550726555,29.580614075804295,911900
2023-11-29,29.996980667114258,30.774200585704143,28.766384521609545,28.92367907096218,1047600
2023-11-30,29.05321502685547,30.117265555640973,29.006952650959082,30.117265555640973,632800
2023-12-01,30.792705535888672,30.838971440490567,28.461047598386905,28.655351691180186,1121000
2023-12-04,30.737192153930664,31.7734841803164,30.348580438040404,30.579895843101067,1531500
2023-12-05,29.42331886291504,30.38559179654525,29.24752042545284,30.302318109412,1234300
2023-12-06,29.5528564453125,30.570644573672123,29.460329930953176,29.83968705150958,585500
2023-12-07,29.95071792602539,30.450360052513812,29.571360799527067,29.645383424011133,586500
2023-12-08,29.73790740966797,30.84822204120209,29.19200292172328,29.969222810837874,650600
2023-12-11,29.885950088500977,30.441109186958087,28.590584153157263,29.340045582960986,812800
2023-12-12,28.673856735229492,29.858192217028186,27.693079934637893,29.74716181345745,983200
2023-12-13,29.756412506103516,29.79342381669745,27.600553078306717,28.313004924072136,976100
2023-12-14,30.81121063232422,31.606936174563252,30.071002056843575,30.607655480062608,1723600
2023-12-15,31.523662567138672,31.56992494142189,30.515127277555727,30.86672767537542,1095000
2023-12-18,30.99626350402832,31.579179298509487,30.31156836912742,31.246084558805965,861100
2023-12-19,31.357114791870117,32.04180992305231,30.76494793765463,31.227578733709585,949700
2023-12-20,29.95071792602539,31.579180368744773,29.95071792602539,31.560674712623754,798200
2023-12-21,32.55995559692383,32.59696690934878,30.561390610685926,30.718686923695444,1029900
2023-12-22,32.3841552734375,32.596965013111806,31.680958026235125,32.08807185044778,1005300
2023-12-26,33.013336181640625,33.16137790547606,32.384157972941736,32.606222323491444,342900
2023-12-27,32.89305114746094,33.34643091168179,32.60622229319243,33.216894844645296,476300
2023-12-28,34.623287200927734,35.502286422356086,33.679523479790554,33.81831060132584,1996600
2023-12-29,34.179161071777344,34.57702382862352,33.89233224446459,34.57702382862352,474600
2024-01-02,32.36565017700195,33.549983889404956,32.15284043365409,33.3556798015125,1375900
2024-01-03,31.357114791870117,32.032555330559205,30.626157287000996,31.6717038743712,1386500
2024-01-04,30.626157760620117,31.7457269868773,30.459610389097325,31.606936334077336,742600
2024-01-05,30.274560928344727,30.894484511195323,29.95997184059568,30.57989542344628,756600
2024-01-08,29.432571411132812,30.330074540286358,29.284529694257927,30.071002418153547,825400
2024-01-09,28.757131576538086,29.053215017693216,28.201974241973957,28.849658093098192,1032900
2024-01-10,28.238985061645508,28.79414238652016,27.49877470688048,28.61834218460395,1517900
2024-01-11,28.923677444458008,29.47883475005995,27.498773752239572,28.57207705283166,989900
2024-01-12,28.11870002746582,29.32154119064976,27.88738462279158,29.006952099109075,707000
2024-01-16,27.508028030395508,28.803393968573957,27.396997622298322,27.6560697510561,973900
2024-01-17,26.046113967895508,26.55500891226078,25.722272051444236,26.36995588434678,1239800
2024-01-18,26.434724807739258,27.202691899373107,26.22191505380619,26.93436694110892,680500
2024-01-19,25.555727005004883,26.19415625924862,25.15786422161454,26.184903431170177,990100
2024-01-22,26.369956970214844,27.017640829787858,24.991317326354636,25.213379910117702,935300
2024-01-23,28.016921997070312,28.84040425967864,27.591300741648215,27.7578481126918,1224000
2024-01-24,28.044679641723633,28.960688447912684,27.711586653434487,28.738625867454417,974400
2024-01-25,26.925113677978516,28.28524763329708,26.573513271702538,27.92439616377912,938100
2024-01-26,25.796293258666992,27.01764008279024,25.666757196252483,26.832587052372524,902900
2024-01-29,25.768535614013672,25.95358687298899,24.685979483980752,25.07458942206427,1309100
2024-01-30,24.935800552368164,25.676009118329358,24.797009902053567,25.296652007674695,822600
2024-01-31,24.269611358642578,25.39843164077248,24.269611358642578,24.797010188583588,742100
2024-02-01,25.000568389892578,25.583482410524834,24.556443253715965,24.63971517255222,820100
2024-02-02,24.16783332824707,25.16711576745137,24.00128596091362,24.380643068819186,954800
2024-02-05,22.011974334716797,23.150045680386576,21.39204899145988,23.150045680386576,2306000
2024-02-06,23.076025009155273,23.29808758341029,22.30805794472467,23.113034555799544,1238200
2024-02-07,24.343631744384766,24.658220823656638,23.455381472179305,23.59417035661186,1369000
2024-02-08,23.501644134521484,24.17708467458691,23.399866559243577,24.093812754740057,854100
2024-02-09,24.232603073120117,24.371391967463083,23.37210945747857,23.594172041386624,614600
2024-02-12,25.26889419555664,25.72227217484488,24.38989672073937,24.38989672073937,785500
2024-02-13,23.927265167236328,24.852526752793228,23.853244310983634,24.010538851120163,981400
2024-02-14,25.241138458251953,25.27814800657377,24.167835084971117,24.49167525077405,1444400
2024-02-15,25.139358520507812,25.916578429741936,24.87103180110238,25.398432411851356,416200
2024-02-16,24.37139129638672,25.379926606863197,24.29737043712223,24.889537311238147,577600
2024-02-20,24.010540008544922,24.149328900109474,23.446129849413044,24.149328900109474,483700
2024-02-21,23.64043426513672,23.853245784203715,23.205561928393177,23.603424717122806,601600
2024-02-22,24.232603073120117,24.48242237701884,23.418371833994044,23.936519627909377,726100
2024-02-23,24.14007568359375,24.51943280467098,23.520150330770587,24.232602198080105,482600
2024-02-26,24.22334861755371,24.4916735599514,23.816233025340356,24.038295594330435,357500
2024-02-27,25.26889419555664,25.666756972122936,24.722989701867508,25.03757879195265,501300
2024-02-28,24.55644416809082,25.879566798284745,24.38064396667622,25.52796816025203,761600
2024-02-29,25.019075393676758,25.879567229602507,24.769254329312908,25.315158833753983,751000
2024-03-01,25.231884002685547,25.72227151630132,24.741494724273345,25.342914405286827,652900
2024-03-04,24.519432067871094,25.231883913771696,24.33437904445916,25.231883913771696,633200
2024-03-05,24.482421875,24.91729597043303,23.77922458944202,24.05680237243614,746400
2024-03-06,25.47245216369629,25.527967364856675,24.815515518245434,25.21337828362045,401900
2024-03-07,25.71302032470703,25.722271387547142,24.94505151404288,25.527967301569287,469700
2024-03-08,26.07387351989746,26.666040409811938,25.481706629982988,25.90732614090988,857000
2024-03-11,26.98988151550293,27.9429016190593,26.406967471639916,26.555009189598668,1165000
2024-03-12,26.360702514648438,27.35998496229238,26.25892317490808,27.341479306922054,852700
2024-03-13,25.60198974609375,26.915861350448267,25.59273691788322,26.6290307351079,733400
2024-03-14,24.05680274963379,25.444695215958816,23.927266684178345,25.416936731305565,1354600
2024-03-15,24.39914894104004,24.871030799619867,24.056801375721268,24.167833543196565,1403000
2024-03-18,24.482421875,25.074590518075436,24.01053999686929,24.750748594717955,612300
2024-03-19,24.47317123413086,24.834022711210817,24.056802787656647,24.103065164021988,782000
2024-03-20,23.03901481628418,23.122288506272398,21.31802934105295,22.39133271779382,2290000
2024-03-21,21.89168930053711,23.01125675350101,21.817668443177247,22.622646811162625,1135600
2024-03-22,20.753618240356445,21.771406366556395,20.7443654124605,21.771406366556395,1727000
2024-03-25,20.513050079345703,21.197743462810443,20.411270736939972,20.688850280374744,1135200
2024-03-26,20.827638626098633,21.318027904676846,20.698102568087812,20.74436494172127,925600
2024-03-27,22.890972137451172,22.983498651886727,20.827639160081727,20.827639160081727,1174600
2024-03-28,23.307340621948242,23.344350168927043,22.68741526808407,22.88171936051487,854900
2024-04-01,23.316593170166016,23.94576957962938,23.06677211306936,23.806980691730057,351200
2024-04-02,22.123004913330078,22.83545677527419,21.8546799646165,22.83545677527419,650700
2024-04-03,22.5208683013916,22.668910021573257,21.69738601228158,21.73439555992874,620600
2024-04-04,22.04898452758789,23.251823938229663,21.928701292442312,22.76143640479404,664600
2024-04-05,21.530838012695312,21.956457504699426,21.37354346895543,21.78991013311644,738400
2024-04-08,21.91019630432129,22.474606479419016,21.614112856662334,21.715890438797253,552900
2024-04-09,23.686697006225586,23.686697006225586,21.99346837074411,22.160015738954815,943900
2024-04-10,23.427623748779297,23.43687657668092,22.47460541726637,22.90022491196215,1721200
2024-04-11,22.17852020263672,23.409118075911834,22.169267374741843,23.409118075911834,1337800
2024-04-12,21.299522399902344,22.38207853966583,21.299522399902344,22.03047814429844,730600
2024-04-15,21.0589542388916,21.697385237371602,20.92016535177763,21.419805698347215,719800
2024-04-16,20.827638626098633,21.262510938560983,20.420523031897787,20.827638626098633,842600
2024-04-17,20.068925857543945,21.697386587511584,19.661810233852897,20.99418751560761,1287000
2024-04-18,20.041166305541992,20.402017768241244,19.48600898729944,20.355755393719555,971400
2024-04-19,19.948640823364258,20.383514931462457,19.819104756167288,19.93938799502211,663500
2024-04-22,20.189208984375,20.466788539129315,19.809851847860998,19.994904884363873,934300
2024-04-23,21.169984817504883,21.669626932997406,20.133692804685257,20.170702351316297,764900
2024-04-24,21.438312530517578,21.577101425248767,20.91091367166113,21.327280355854697,958300
2024-04-25,21.364290237426758,21.419805438639955,20.938668988668443,21.19774286899074,786300
2024-04-26,22.3358154296875,22.650404528539145,21.447565102198055,21.475321821934273,989700
2024-04-29,22.900224685668945,23.61267654388535,21.82692136683747,23.436876345084684,1292800
2024-04-30,22.317310333251953,22.52086724777943,21.845426710450752,22.363572706845698,791800
2024-05-01,23.242572784423828,23.649686628558644,22.24329030053534,22.391332019274632,564100
2024-05-02,23.621929168701172,23.76071805506841,22.77994125797064,23.603423513239825,651300
2024-05-03,24.22334861755371,24.436158358902986,23.751464996651137,24.029042766689628,588200
2024-05-06,23.788475036621094,24.50092689659648,23.455382058614216,24.223349120791333,676200
2024-05-07,24.08456039428711,24.315875797273666,23.538655902055115,23.78847519603528,383400
2024-05-08,23.510896682739258,23.6681912224404,23.103781092078112,23.529402337950312,455400
2024-05-09,24.158580780029297,24.158580780029297,23.205560703042174,23.557159332192864,629300
2024-05-10,21.956457138061523,24.195590259605872,21.947204310372925,24.186337431917273,817100
2024-05-13,22.900224685668945,23.89950714681537,22.224784138693295,22.308057824188534,710600
2024-05-14,24.537939071655273,24.602707103969855,23.01125772139543,23.3165939914474,975100
2024-05-15,23.80698013305664,24.79700974558118,23.455381507642812,24.78775868276192,716400
2024-05-16,22.937236785888672,23.964276000996577,22.863214160860988,23.79772862427732,1553700
2024-05-17,22.641151428222656,23.1500463830937,22.409836020953048,22.8632140074259,552500
2024-05-20,22.197025299072266,22.613393719867098,22.12300444257501,22.567129581558547,502400
2024-05-21,22.576383590698242,22.62264773142791,21.965711051438767,22.076743224393454,583100
2024-05-22,26.416217803955078,26.647533202465354,23.42762327875344,23.42762327875344,2825600
2024-05-23,24.56569480895996,25.44469403612655,24.214096176971196,25.44469403612655,1041300
2024-05-24,25.731525421142578,25.90732562488302,24.61195969659817,24.81551661975265,786400
2024-05-28,26.305187225341797,26.656785852219702,24.99131569998302,25.5279673503523,803800
2024-05-29,27.396997451782227,28.118700394311684,26.036861725083163,26.110882584952762,1227200
2024-05-30,27.554290771484375,27.74859485818307,25.796292339543154,26.721553929071618,1351800
2024-05-31,27.51728057861328,27.896637704546556,26.434724404297313,27.674575125814627,915600
2024-06-03,26.17565155029297,28.47029989817741,26.147893066924684,28.01692192527418,730300
2024-06-04,25.342914581298828,26.194155321271882,25.2133785224322,26.194155321271882,1038900
2024-06-05,25.389179229736328,25.722272211337025,25.08384296713774,25.555726602934914,355800
2024-06-06,24.37139129638672,25.157864029069728,24.37139129638672,25.157864029069728,522600
2024-06-07,23.372108459472656,24.482421331601763,23.307340429198018,24.02904335488282,519700
2024-06-10,23.43687629699707,23.64043321401419,22.992751151798014,23.538655637903855,551600
2024-06-11,23.557159423828125,23.751465276985567,23.0667719066524,23.233319276559794,604300
2024-06-12,23.575666427612305,24.815517180277936,23.399867984697487,24.454665701372576,502700
2024-06-13,22.67816162109375,23.584917549281975,22.57638228218407,23.446128664730132,438400
2024-06-14,21.845426559448242,22.39133103510383,21.706635910033516,22.39133103510383,777400
2024-06-17,21.965709686279297,22.178519426020184,21.577099752284617,21.984215341421045,684300
2024-06-18,22.169267654418945,22.437594372366053,21.71588967062919,21.80841618594876,462600
2024-06-20,20.179954528808594,21.910194456759612,19.78209176776766,21.826920773527956,1835100
2024-06-21,21.29026985168457,21.419805912312032,20.06892480920716,20.16145132313955,1582000
2024-06-24,20.198461532592773,21.51233313211373,20.179955876239788,21.244006409385033,826900
2024-06-25,18.634767532348633,20.207712913790623,18.532989959288077,20.189207258762742,1832400
2024-06-26,19.458251953125,19.504514326896864,18.440463846976073,18.671779245428265,898500
2024-06-27,19.865365982055664,19.948639667513454,19.023378064468165,19.22693674660786,645300
2024-06-28,19.171419143676758,19.800597295239275,18.838326177693844,19.439745846759287,882800
2024-07-01,19.032630920410156,19.36572566273374,18.847579658405408,19.134410261630464,741700
2024-07-02,19.458251953125,19.957892296087586,18.829073786967612,18.829073786967612,621000
2024-07-03,20.540807723999023,21.02194240299708,19.661808519559,19.791344575658893,597200
2024-07-05,20.124439239501953,20.5130491712704,19.985650356326737,20.337248978023712,522500
2024-07-08,19.541526794433594,20.485292334735647,19.449000276616694,20.32799778388588,873000
2024-07-09,20.050418853759766,20.318743798876817,19.199178114939276,19.698820223827937,729800
2024-07-10,20.39276695251465,20.799880794673403,20.12444023560428,20.12444023560428,639200
2024-07-11,21.18848991394043,21.521584648809952,20.93866886278829,21.169984258715143,764200
2024-07-12,21.47532081604004,21.706636215255273,21.040448500842118,21.456816925348114,572000
2024-07-15,20.013408660888672,20.892407932018994,19.98565194093072,20.42052427997186,1023000
2024-07-16,21.47532081604004,21.503079299272585,20.068924530056712,20.44828164358598,1605600
2024-07-17,20.105934143066406,21.17923745780889,19.745082683826084,20.90165968374656,850300
2024-07-18,19.763587951660156,20.938668819281695,19.745082296473317,20.244722632943027,735600
2024-07-19,19.37497901916504,19.865366553413597,19.23619012767576,19.865366553413597,554000
2024-07-22,19.93013572692871,20.12443981598071,19.55077684701473,19.957892445481026,572200
2024-07-23,19.180673599243164,19.708072457878746,19.152916879186478,19.61554770462773,455300
2024-07-24,18.903095245361328,19.689567978082977,18.884589589345175,19.245441057677727,562000
2024-07-25,18.819822311401367,19.365726832153843,18.745801449170347,18.940105550728063,675900
2024-07-26,19.874618530273438,19.874618530273438,19.162166682399903,19.328714050972568,680800
2024-07-29,19.66180992126465,20.059672710274153,19.33796799313157,19.948640536561246,671700
2024-07-30,18.801315307617188,19.83760906940236,18.55149425368731,19.745082557043542,556400
2024-07-31,19.208431243896484,19.9763983099453,19.07889518317389,19.504514676860392,514100
2024-08-01,18.49597930908203,19.615546771060217,18.209148705102685,19.402735260240256,503000
2024-08-02,17.49669647216797,18.449716542277983,17.330149104110255,18.042600949780955,1032200
2024-08-05,17.607728958129883,18.310927988892868,15.803468124546237,16.488161499679457,1153200
2024-08-06,17.68174934387207,18.36644270072871,17.40416981122441,18.09811599564895,688100
2024-08-07,17.561464309692383,18.4219578587572,17.53370759184926,18.31092745779191,468800
2024-08-08,18.292423248291016,18.46822169117825,17.73726590520303,17.75577156175849,506700
2024-08-09,18.07036018371582,18.49597968439942,17.746518261788975,18.36644362154728,571000
2024-08-12,17.441181182861328,18.690284672179644,17.283886643246483,18.0888632317252,1139700
2024-08-13,18.98636817932129,19.134409891983736,17.68174948348571,17.931568770605825,774400
2024-08-14,18.56999969482422,18.940103975192123,18.22765389728256,18.421957982677057,589400
2024-08-15,19.239999771118164,20.1200008392334,19.110000610351562,19.5,776100
2024-08-16,19.489999771118164,19.56999969482422,19.18000030517578,19.399999618530273,450300
2024-08-19,19.770000457763672,19.829999923706055,18.40999984741211,18.700000762939453,916000
2024-08-20,19.079999923706055,19.56999969482422,18.84000015258789,19.360000610351562,393300
2024-08-21,19.309999465942383,19.399999618530273,18.84000015258789,19.270000457763672,381400
2024-08-22,17.969999313354492,18.979999542236328,17.709999084472656,18.8700008392334,962300
2024-08-23,18.84000015258789,18.889999389648438,18.1299991607666,18.260000228881836,670200
2024-08-26,18.770000457763672,19.110000610351562,18.520000457763672,18.829999923706055,344300
2024-08-27,18.209999084472656,18.75,17.93000030517578,18.600000381469727,448800
2024-08-28,17.43000030517578,18.100000381469727,17.170000076293945,17.920000076293945,503300
2024-08-29,18.100000381469727,18.280000686645508,17.420000076293945,17.780000686645508,707500
2024-08-30,19.139999389648438,19.200000762939453,16.700000762939453,17.559999465942383,1530100
2024-09-03,18.020000457763672,19.219999313354492,17.90999984741211,18.899999618530273,807700
2024-09-04,17.270000457763672,17.860000610351562,17.209999084472656,17.770000457763672,580800
2024-09-05,17.950000762939453,18.479999542236328,17.40999984741211,17.479999542236328,641900
2024-09-06,17.6299991607666,18.049999237060547,17.420000076293945,17.959999084472656,398700
2024-09-09,17.959999084472656,18.18000030517578,17.3799991607666,17.530000686645508,559100
2024-09-10,18.489999771118164,18.829999923706055,18.0,18.09000015258789,503800
2024-09-11,19.34000015258789,19.34000015258789,18.530000686645508,18.979999542236328,918100
2024-09-12,19.209999084472656,19.520000457763672,18.770000457763672,19.1299991607666,570400
2024-09-13,19.360000610351562,19.489999771118164,19.0,19.329999923706055,382700
2024-09-16,19.56999969482422,19.809999465942383,19.100000381469727,19.399999618530273,444700
2024-09-17,20.1200008392334,20.139999389648438,19.40999984741211,19.549999237060547,381900
2024-09-18,20.3799991607666,21.309999465942383,19.920000076293945,20.200000762939453,548500
2024-09-19,19.940000534057617,21.06999969482422,19.93000030517578,21.0,604900
2024-09-20,19.739999771118164,19.940000534057617,19.43000030517578,19.809999465942383,444600
2024-09-23,19.65999984741211,19.950000762939453,19.360000610351562,19.809999465942383,422000
2024-09-24,20.850000381469727,20.93000030517578,19.920000076293945,20.309999465942383,810300
2024-09-25,20.010000228881836,20.719999313354492,20.010000228881836,20.68000030517578,481500
2024-09-26,21.25,21.520000457763672,20.549999237060547,20.90999984741211,1175300
2024-09-27,23.209999084472656,23.649999618530273,21.75,21.950000762939453,1519100
2024-09-30,26.81999969482422,27.350000381469727,24.540000915527344,24.670000076293945,3540500
2024-10-01,25.530000686645508,26.239999771118164,24.170000076293945,26.200000762939453,2466100
2024-10-02,25.530000686645508,26.899999618530273,25.15999984741211,26.899999618530273,2509000
2024-10-03,26.09000015258789,26.549999237060547,24.979999542236328,25.0,896200
2024-10-04,29.940000534057617,30.110000610351562,26.170000076293945,26.75,2978900
2024-10-07,32.77000045776367,37.36000061035156,30.229999542236328,30.34000015258789,7291800
2024-10-08,25.989999771118164,29.200000762939453,25.3799991607666,29.049999237060547,4716800
2024-10-09,24.530000686645508,27.530000686645508,23.59000015258789,25.440000534057617,4021100
2024-10-10,23.049999237060547,25.059999465942383,22.920000076293945,24.81999969482422,2257900
2024-10-11,24.020000457763672,24.190000534057617,22.75,23.079999923706055,1497200
2024-10-14,23.1200008392334,24.239999771118164,22.739999771118164,23.75,1617200
2024-10-15,21.3799991607666,22.639999389648438,21.3799991607666,22.5,1941300
2024-10-16,20.940000534057617,21.940000534057617,20.780000686645508,21.84000015258789,1796600
2024-10-17,19.8700008392334,20.700000762939453,19.6200008392334,20.700000762939453,2142600
2024-10-18,20.360000610351562,21.65999984741211,20.280000686645508,20.899999618530273,1760500
2024-10-21,20.420000076293945,20.530000686645508,19.84000015258789,20.530000686645508,1304400
2024-10-22,21.34000015258789,21.8799991607666,20.420000076293945,20.8799991607666,1576700
2024-10-23,20.950000762939453,22.059999465942383,20.399999618530273,22.0,2530400
2024-10-24,21.549999237060547,21.59000015258789,20.489999771118164,20.950000762939453,942800
2024-10-25,23.520000457763672,25.3799991607666,22.5,22.600000381469727,4189300
2024-10-28,27.700000762939453,28.200000762939453,23.450000762939453,23.950000762939453,4863900
